"time","fitbit_api.HR","fitbit_api.Steps"
"2021-03-15T00:00:00.000+08:00",,"0"
"2021-03-15T00:01:00.000+08:00",,"0"
"2021-03-15T00:02:00.000+08:00",,"0"
"2021-03-15T00:03:00.000+08:00",,"0"
"2021-03-15T00:04:00.000+08:00",,"0"
"2021-03-15T00:05:00.000+08:00",,"0"
"2021-03-15T00:06:00.000+08:00",,"0"
"2021-03-15T00:07:00.000+08:00",,"0"
"2021-03-15T00:08:00.000+08:00",,"0"
"2021-03-15T00:09:00.000+08:00",,"0"
"2021-03-15T00:10:00.000+08:00",,"0"
"2021-03-15T00:11:00.000+08:00",,"0"
"2021-03-15T00:12:00.000+08:00",,"0"
"2021-03-15T00:13:00.000+08:00",,"0"
"2021-03-15T00:14:00.000+08:00",,"0"
"2021-03-15T00:15:00.000+08:00",,"0"
"2021-03-15T00:16:00.000+08:00",,"0"
"2021-03-15T00:17:00.000+08:00",,"0"
"2021-03-15T00:18:00.000+08:00",,"0"
"2021-03-15T00:19:00.000+08:00",,"0"
"2021-03-15T00:20:00.000+08:00",,"0"
"2021-03-15T00:21:00.000+08:00",,"0"
"2021-03-15T00:22:00.000+08:00",,"0"
"2021-03-15T00:23:00.000+08:00",,"0"
"2021-03-15T00:24:00.000+08:00",,"0"
"2021-03-15T00:25:00.000+08:00",,"0"
"2021-03-15T00:26:00.000+08:00",,"0"
"2021-03-15T00:27:00.000+08:00",,"0"
"2021-03-15T00:28:00.000+08:00",,"0"
"2021-03-15T00:29:00.000+08:00",,"0"
"2021-03-15T00:30:00.000+08:00",,"0"
"2021-03-15T00:31:00.000+08:00",,"0"
"2021-03-15T00:32:00.000+08:00",,"0"
"2021-03-15T00:33:00.000+08:00",,"0"
"2021-03-15T00:34:00.000+08:00",,"0"
"2021-03-15T00:35:00.000+08:00",,"0"
"2021-03-15T00:36:00.000+08:00",,"0"
"2021-03-15T00:37:00.000+08:00",,"0"
"2021-03-15T00:38:00.000+08:00",,"0"
"2021-03-15T00:39:00.000+08:00",,"0"
"2021-03-15T00:40:00.000+08:00",,"0"
"2021-03-15T00:41:00.000+08:00",,"0"
"2021-03-15T00:42:00.000+08:00",,"0"
"2021-03-15T00:43:00.000+08:00",,"0"
"2021-03-15T00:44:00.000+08:00",,"0"
"2021-03-15T00:45:00.000+08:00",,"0"
"2021-03-15T00:46:00.000+08:00",,"0"
"2021-03-15T00:47:00.000+08:00",,"0"
"2021-03-15T00:48:00.000+08:00",,"0"
"2021-03-15T00:49:00.000+08:00",,"0"
"2021-03-15T00:50:00.000+08:00",,"0"
"2021-03-15T00:51:00.000+08:00",,"0"
"2021-03-15T00:52:00.000+08:00",,"0"
"2021-03-15T00:53:00.000+08:00",,"0"
"2021-03-15T00:54:00.000+08:00",,"0"
"2021-03-15T00:55:00.000+08:00",,"0"
"2021-03-15T00:56:00.000+08:00",,"0"
"2021-03-15T00:57:00.000+08:00",,"0"
"2021-03-15T00:58:00.000+08:00",,"0"
"2021-03-15T00:59:00.000+08:00",,"0"
"2021-03-15T01:00:00.000+08:00",,"0"
"2021-03-15T01:01:00.000+08:00",,"0"
"2021-03-15T01:02:00.000+08:00",,"0"
"2021-03-15T01:03:00.000+08:00",,"0"
"2021-03-15T01:04:00.000+08:00",,"0"
"2021-03-15T01:05:00.000+08:00",,"0"
"2021-03-15T01:06:00.000+08:00",,"0"
"2021-03-15T01:07:00.000+08:00",,"0"
"2021-03-15T01:08:00.000+08:00",,"0"
"2021-03-15T01:09:00.000+08:00",,"0"
"2021-03-15T01:10:00.000+08:00",,"0"
"2021-03-15T01:11:00.000+08:00",,"0"
"2021-03-15T01:12:00.000+08:00",,"0"
"2021-03-15T01:13:00.000+08:00",,"0"
"2021-03-15T01:14:00.000+08:00",,"0"
"2021-03-15T01:15:00.000+08:00",,"0"
"2021-03-15T01:16:00.000+08:00",,"0"
"2021-03-15T01:17:00.000+08:00",,"0"
"2021-03-15T01:18:00.000+08:00",,"0"
"2021-03-15T01:19:00.000+08:00",,"0"
"2021-03-15T01:20:00.000+08:00",,"0"
"2021-03-15T01:21:00.000+08:00",,"0"
"2021-03-15T01:22:00.000+08:00",,"0"
"2021-03-15T01:23:00.000+08:00",,"0"
"2021-03-15T01:24:00.000+08:00",,"0"
"2021-03-15T01:25:00.000+08:00",,"0"
"2021-03-15T01:26:00.000+08:00",,"0"
"2021-03-15T01:27:00.000+08:00",,"0"
"2021-03-15T01:28:00.000+08:00",,"0"
"2021-03-15T01:29:00.000+08:00",,"0"
"2021-03-15T01:30:00.000+08:00",,"0"
"2021-03-15T01:31:00.000+08:00",,"0"
"2021-03-15T01:32:00.000+08:00",,"0"
"2021-03-15T01:33:00.000+08:00",,"0"
"2021-03-15T01:34:00.000+08:00",,"0"
"2021-03-15T01:35:00.000+08:00",,"0"
"2021-03-15T01:36:00.000+08:00",,"0"
"2021-03-15T01:37:00.000+08:00",,"0"
"2021-03-15T01:38:00.000+08:00",,"0"
"2021-03-15T01:39:00.000+08:00",,"0"
"2021-03-15T01:40:00.000+08:00",,"0"
"2021-03-15T01:41:00.000+08:00",,"0"
"2021-03-15T01:42:00.000+08:00",,"0"
"2021-03-15T01:43:00.000+08:00",,"0"
"2021-03-15T01:44:00.000+08:00",,"0"
"2021-03-15T01:45:00.000+08:00",,"0"
"2021-03-15T01:46:00.000+08:00",,"0"
"2021-03-15T01:47:00.000+08:00",,"0"
"2021-03-15T01:48:00.000+08:00",,"0"
"2021-03-15T01:49:00.000+08:00",,"0"
"2021-03-15T01:50:00.000+08:00",,"0"
"2021-03-15T01:51:00.000+08:00",,"0"
"2021-03-15T01:52:00.000+08:00",,"0"
"2021-03-15T01:53:00.000+08:00",,"0"
"2021-03-15T01:54:00.000+08:00",,"0"
"2021-03-15T01:55:00.000+08:00",,"0"
"2021-03-15T01:56:00.000+08:00",,"0"
"2021-03-15T01:57:00.000+08:00",,"0"
"2021-03-15T01:58:00.000+08:00",,"0"
"2021-03-15T01:59:00.000+08:00",,"0"
"2021-03-15T02:00:00.000+08:00",,"0"
"2021-03-15T02:01:00.000+08:00",,"0"
"2021-03-15T02:02:00.000+08:00",,"0"
"2021-03-15T02:03:00.000+08:00",,"0"
"2021-03-15T02:04:00.000+08:00",,"0"
"2021-03-15T02:05:00.000+08:00",,"0"
"2021-03-15T02:06:00.000+08:00",,"0"
"2021-03-15T02:07:00.000+08:00",,"0"
"2021-03-15T02:08:00.000+08:00",,"0"
"2021-03-15T02:09:00.000+08:00",,"0"
"2021-03-15T02:10:00.000+08:00",,"0"
"2021-03-15T02:11:00.000+08:00",,"0"
"2021-03-15T02:12:00.000+08:00",,"0"
"2021-03-15T02:13:00.000+08:00",,"0"
"2021-03-15T02:14:00.000+08:00",,"0"
"2021-03-15T02:15:00.000+08:00",,"0"
"2021-03-15T02:16:00.000+08:00",,"0"
"2021-03-15T02:17:00.000+08:00",,"0"
"2021-03-15T02:18:00.000+08:00",,"0"
"2021-03-15T02:19:00.000+08:00",,"0"
"2021-03-15T02:20:00.000+08:00",,"0"
"2021-03-15T02:21:00.000+08:00",,"0"
"2021-03-15T02:22:00.000+08:00",,"0"
"2021-03-15T02:23:00.000+08:00",,"0"
"2021-03-15T02:24:00.000+08:00",,"0"
"2021-03-15T02:25:00.000+08:00",,"0"
"2021-03-15T02:26:00.000+08:00",,"0"
"2021-03-15T02:27:00.000+08:00",,"0"
"2021-03-15T02:28:00.000+08:00",,"0"
"2021-03-15T02:29:00.000+08:00",,"0"
"2021-03-15T02:30:00.000+08:00",,"0"
"2021-03-15T02:31:00.000+08:00",,"0"
"2021-03-15T02:32:00.000+08:00",,"0"
"2021-03-15T02:33:00.000+08:00",,"0"
"2021-03-15T02:34:00.000+08:00",,"0"
"2021-03-15T02:35:00.000+08:00",,"0"
"2021-03-15T02:36:00.000+08:00",,"0"
"2021-03-15T02:37:00.000+08:00",,"0"
"2021-03-15T02:38:00.000+08:00",,"0"
"2021-03-15T02:39:00.000+08:00",,"0"
"2021-03-15T02:40:00.000+08:00",,"0"
"2021-03-15T02:41:00.000+08:00",,"0"
"2021-03-15T02:42:00.000+08:00",,"0"
"2021-03-15T02:43:00.000+08:00",,"0"
"2021-03-15T02:44:00.000+08:00",,"0"
"2021-03-15T02:45:00.000+08:00",,"0"
"2021-03-15T02:46:00.000+08:00",,"0"
"2021-03-15T02:47:00.000+08:00",,"0"
"2021-03-15T02:48:00.000+08:00",,"0"
"2021-03-15T02:49:00.000+08:00",,"0"
"2021-03-15T02:50:00.000+08:00",,"0"
"2021-03-15T02:51:00.000+08:00",,"0"
"2021-03-15T02:52:00.000+08:00",,"0"
"2021-03-15T02:53:00.000+08:00",,"0"
"2021-03-15T02:54:00.000+08:00",,"0"
"2021-03-15T02:55:00.000+08:00",,"0"
"2021-03-15T02:56:00.000+08:00",,"0"
"2021-03-15T02:57:00.000+08:00",,"0"
"2021-03-15T02:58:00.000+08:00",,"0"
"2021-03-15T02:59:00.000+08:00",,"0"
"2021-03-15T03:00:00.000+08:00",,"0"
"2021-03-15T03:01:00.000+08:00",,"0"
"2021-03-15T03:02:00.000+08:00",,"0"
"2021-03-15T03:03:00.000+08:00",,"0"
"2021-03-15T03:04:00.000+08:00",,"0"
"2021-03-15T03:05:00.000+08:00",,"0"
"2021-03-15T03:06:00.000+08:00",,"0"
"2021-03-15T03:07:00.000+08:00",,"0"
"2021-03-15T03:08:00.000+08:00",,"0"
"2021-03-15T03:09:00.000+08:00",,"0"
"2021-03-15T03:10:00.000+08:00",,"0"
"2021-03-15T03:11:00.000+08:00",,"0"
"2021-03-15T03:12:00.000+08:00",,"0"
"2021-03-15T03:13:00.000+08:00",,"0"
"2021-03-15T03:14:00.000+08:00",,"0"
"2021-03-15T03:15:00.000+08:00",,"0"
"2021-03-15T03:16:00.000+08:00",,"0"
"2021-03-15T03:17:00.000+08:00",,"0"
"2021-03-15T03:18:00.000+08:00",,"0"
"2021-03-15T03:19:00.000+08:00",,"0"
"2021-03-15T03:20:00.000+08:00",,"0"
"2021-03-15T03:21:00.000+08:00",,"0"
"2021-03-15T03:22:00.000+08:00",,"0"
"2021-03-15T03:23:00.000+08:00",,"0"
"2021-03-15T03:24:00.000+08:00",,"0"
"2021-03-15T03:25:00.000+08:00",,"0"
"2021-03-15T03:26:00.000+08:00",,"0"
"2021-03-15T03:27:00.000+08:00",,"0"
"2021-03-15T03:28:00.000+08:00",,"0"
"2021-03-15T03:29:00.000+08:00",,"0"
"2021-03-15T03:30:00.000+08:00",,"0"
"2021-03-15T03:31:00.000+08:00",,"0"
"2021-03-15T03:32:00.000+08:00",,"0"
"2021-03-15T03:33:00.000+08:00",,"0"
"2021-03-15T03:34:00.000+08:00",,"0"
"2021-03-15T03:35:00.000+08:00",,"0"
"2021-03-15T03:36:00.000+08:00",,"0"
"2021-03-15T03:37:00.000+08:00",,"0"
"2021-03-15T03:38:00.000+08:00",,"0"
"2021-03-15T03:39:00.000+08:00",,"0"
"2021-03-15T03:40:00.000+08:00",,"0"
"2021-03-15T03:41:00.000+08:00",,"0"
"2021-03-15T03:42:00.000+08:00",,"0"
"2021-03-15T03:43:00.000+08:00",,"0"
"2021-03-15T03:44:00.000+08:00",,"0"
"2021-03-15T03:45:00.000+08:00",,"0"
"2021-03-15T03:46:00.000+08:00",,"0"
"2021-03-15T03:47:00.000+08:00",,"0"
"2021-03-15T03:48:00.000+08:00",,"0"
"2021-03-15T03:49:00.000+08:00",,"0"
"2021-03-15T03:50:00.000+08:00",,"0"
"2021-03-15T03:51:00.000+08:00",,"0"
"2021-03-15T03:52:00.000+08:00",,"0"
"2021-03-15T03:53:00.000+08:00",,"0"
"2021-03-15T03:54:00.000+08:00",,"0"
"2021-03-15T03:55:00.000+08:00",,"0"
"2021-03-15T03:56:00.000+08:00",,"0"
"2021-03-15T03:57:00.000+08:00",,"0"
"2021-03-15T03:58:00.000+08:00",,"0"
"2021-03-15T03:59:00.000+08:00",,"0"
"2021-03-15T04:00:00.000+08:00",,"0"
"2021-03-15T04:01:00.000+08:00",,"0"
"2021-03-15T04:02:00.000+08:00",,"0"
"2021-03-15T04:03:00.000+08:00",,"0"
"2021-03-15T04:04:00.000+08:00",,"0"
"2021-03-15T04:05:00.000+08:00",,"0"
"2021-03-15T04:06:00.000+08:00",,"0"
"2021-03-15T04:07:00.000+08:00",,"0"
"2021-03-15T04:08:00.000+08:00",,"0"
"2021-03-15T04:09:00.000+08:00",,"0"
"2021-03-15T04:10:00.000+08:00",,"0"
"2021-03-15T04:11:00.000+08:00",,"0"
"2021-03-15T04:12:00.000+08:00",,"0"
"2021-03-15T04:13:00.000+08:00",,"0"
"2021-03-15T04:14:00.000+08:00",,"0"
"2021-03-15T04:15:00.000+08:00",,"0"
"2021-03-15T04:16:00.000+08:00",,"0"
"2021-03-15T04:17:00.000+08:00",,"0"
"2021-03-15T04:18:00.000+08:00",,"0"
"2021-03-15T04:19:00.000+08:00",,"0"
"2021-03-15T04:20:00.000+08:00",,"0"
"2021-03-15T04:21:00.000+08:00",,"0"
"2021-03-15T04:22:00.000+08:00",,"0"
"2021-03-15T04:23:00.000+08:00",,"0"
"2021-03-15T04:24:00.000+08:00",,"0"
"2021-03-15T04:25:00.000+08:00",,"0"
"2021-03-15T04:26:00.000+08:00",,"0"
"2021-03-15T04:27:00.000+08:00",,"0"
"2021-03-15T04:28:00.000+08:00",,"0"
"2021-03-15T04:29:00.000+08:00",,"0"
"2021-03-15T04:30:00.000+08:00",,"0"
"2021-03-15T04:31:00.000+08:00",,"0"
"2021-03-15T04:32:00.000+08:00",,"0"
"2021-03-15T04:33:00.000+08:00",,"0"
"2021-03-15T04:34:00.000+08:00",,"0"
"2021-03-15T04:35:00.000+08:00",,"0"
"2021-03-15T04:36:00.000+08:00",,"0"
"2021-03-15T04:37:00.000+08:00",,"0"
"2021-03-15T04:38:00.000+08:00",,"0"
"2021-03-15T04:39:00.000+08:00",,"0"
"2021-03-15T04:40:00.000+08:00",,"0"
"2021-03-15T04:41:00.000+08:00",,"0"
"2021-03-15T04:42:00.000+08:00",,"0"
"2021-03-15T04:43:00.000+08:00",,"0"
"2021-03-15T04:44:00.000+08:00",,"0"
"2021-03-15T04:45:00.000+08:00",,"0"
"2021-03-15T04:46:00.000+08:00",,"0"
"2021-03-15T04:47:00.000+08:00",,"0"
"2021-03-15T04:48:00.000+08:00",,"0"
"2021-03-15T04:49:00.000+08:00",,"0"
"2021-03-15T04:50:00.000+08:00",,"0"
"2021-03-15T04:51:00.000+08:00",,"0"
"2021-03-15T04:52:00.000+08:00",,"0"
"2021-03-15T04:53:00.000+08:00",,"0"
"2021-03-15T04:54:00.000+08:00",,"0"
"2021-03-15T04:55:00.000+08:00",,"0"
"2021-03-15T04:56:00.000+08:00",,"0"
"2021-03-15T04:57:00.000+08:00",,"0"
"2021-03-15T04:58:00.000+08:00",,"0"
"2021-03-15T04:59:00.000+08:00",,"0"
"2021-03-15T05:00:00.000+08:00",,"0"
"2021-03-15T05:01:00.000+08:00",,"0"
"2021-03-15T05:02:00.000+08:00",,"0"
"2021-03-15T05:03:00.000+08:00",,"0"
"2021-03-15T05:04:00.000+08:00",,"0"
"2021-03-15T05:05:00.000+08:00",,"0"
"2021-03-15T05:06:00.000+08:00",,"0"
"2021-03-15T05:07:00.000+08:00",,"0"
"2021-03-15T05:08:00.000+08:00",,"0"
"2021-03-15T05:09:00.000+08:00",,"0"
"2021-03-15T05:10:00.000+08:00",,"0"
"2021-03-15T05:11:00.000+08:00",,"0"
"2021-03-15T05:12:00.000+08:00",,"0"
"2021-03-15T05:13:00.000+08:00",,"0"
"2021-03-15T05:14:00.000+08:00",,"0"
"2021-03-15T05:15:00.000+08:00",,"0"
"2021-03-15T05:16:00.000+08:00",,"0"
"2021-03-15T05:17:00.000+08:00",,"0"
"2021-03-15T05:18:00.000+08:00",,"0"
"2021-03-15T05:19:00.000+08:00",,"0"
"2021-03-15T05:20:00.000+08:00",,"0"
"2021-03-15T05:21:00.000+08:00",,"0"
"2021-03-15T05:22:00.000+08:00",,"0"
"2021-03-15T05:23:00.000+08:00",,"0"
"2021-03-15T05:24:00.000+08:00",,"0"
