time,space_id,faculty_name,fitbit.air-vel,fitbit.bodyPresence,fitbit.change,fitbit.clothing,fitbit.comfort,fitbit.heartRate,fitbit.indoorOutdoor,fitbit.lat,fitbit.lon,fitbit.met,fitbit.responseSpeed,fitbit.restingHR,fitbit.thermal,fitbit.voteLog,Ambient Temp(℃),Steerpath.Accuracy,Steerpath.Floor,Steerpath.Latitude,Steerpath.Longitude,Steerpath.Space,Skin Temp(℃),fitbit_api.HR,fitbit_api.Steps,Temperature(℃),Humidity(%),Light(lux),Voltage(V),WIFI RSSI(dBm),GSM RSSI(dBm),EXT1 Temperature(℃),EXT2 Temperature(℃),RS485 Temperature(℃),RS485 Humidity(%),VAV2-3|Temp at space_id: 201,VAV2-4|Temp at space_id: 201,VAV2-5|Temp at space_id: 201,VAV2-6|Temp at space_id: 201,VAV2-18|Temp at space_id: 202,VAV2-20|Temp at space_id: 203,VAV2-7N8|Temp at space_id: 204,VAV2-9N27|Temp at space_id: 204,VAV2-22|Temp at space_id: 206,VAV2-17|Temp at space_id: 207,VAV2-16|Temp at space_id: 207,VAV2-12|Temp at space_id: 208,score,temp(°C),humid,co2,voc,pm25,light,noise,device_uuid,senSING.humidity,senSING.light,senSING.noise,senSING.temperature,purpleair.0.3_um_count,purpleair.0.5_um_count,purpleair.1.0_um_count,purpleair.10.0_um_count,purpleair.2.5_um_count,purpleair.5.0_um_count,purpleair.humidity,purpleair.pm1.0,purpleair.pm10.0,purpleair.pm2.5,purpleair.pressure,purpleair.temperature,user_id,Year of birth (for example 1995),Sex,Height (cm),Weight (kg),Shoulder width (cm),How long have you been in Singapore (in years)?,Can you say that you are used to the weather in Singapore?,Can you say that you are satisfied with the weather in this city (outdoor weather conditions)?,Do you suffer from sweating in Singapore?,Do you enjoy being outdoor in Singapore?,What is your estimation of your time (hours) spent outdoor (per day) during the weekdays? (for example 2 hrs),What is your estimation of your time (hours) spent outdoor (per day) during the weekend? (for example 4 hrs),Do you seem to be aware of subtleties in your environment? ,"Are you easily overwhelmed by things like bright lights, strong smells, coarse fabrics, or sirens close by?","Do you have a rich, complex inner life?",Do you get rattled when you have a lot to do in a short amount of time?,Are you deeply moved by the arts or music?,Are you annoyed when people try to get you to do too many things at once?,Do you make a point to avoid violent movies and TV shows?,Do you find it unpleasant to have a lot going on at once?,Do changes in your life shake you up?,"Do you notice and enjoy delicate or fine scents, tastes, sounds, works of art?","Are you bothered by intense stimuli, like loud noises or chaotic scenes?","When you must compete or be observed while performing a task, do you become so nervous or shaky that you do much worse than you would otherwise?",In most ways my life is close to my ideal,The conditions of my life are excellent,I am satisfied with my life,So far I have gotten the important things I want in life,"If I could live my life over, I would change almost nothing","Extraverted, enthusiastic","Critical, quarrelsome","Dependable, self-disciplined","Anxious, easily upset","Open to new experience, complex","Reserved, quiet","Sympathetic, warm","Disorganized, careless","Calm, emotionally stable","Conventional, unreactive"
2021-03-17 18:01:00+08:00,210,SDE2,11,True,11,10,10,73,9,1.297625,103.77136166666666,10,11.765,71,10,1459.0,28.5,1.5,3,1.2975658292161043,103.77120543007403,,32.938,76.0,77.0,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.67,330.85,47.49,0.73,2.38,0.73,62.0,5.47,8.2,7.38,1004.33,26.67,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 09:32:00+08:00,-1,,10,True,10,10,9,94,9,1.297688333333333,103.77090166666666,10,8.403,70,11,1460.0,29.188,26.0,4,1.2975680901301014,103.77093586649748,,33.562,91.85714285714286,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 09:57:00+08:00,130,SDE1,11,True,10,10,10,80,11,1.2971733333333333,103.77041833333334,9,7.072,70,11,,28.688,13.75,4,1.2971289478225594,103.77042563258438,,33.125,79.33333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,87.9,22.6,60.5,726.7,20.0,5.4,232.7,58.4,awair-omni_16314,,,,,1872.45,566.08,73.04,0.0,5.11,0.7,69.0,10.47,14.96,14.49,1008.08,26.67,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 10:00:00+08:00,130,SDE1,11,True,10,10,10,73,11,,,9,5.97,70,10,1464.0,28.688,13.75,4,1.2971289478225594,103.77042563258438,,33.188,71.0909090909091,0.0,,,,,,,,,,,,,,,,,,,,,,,78.8,23.7,71.5,925.2,20.0,5.9,204.5,60.7,awair-omni_16314,,,,,1927.25,575.66,74.58,0.25,6.19,1.79,70.0,10.43,15.89,14.64,1008.18,26.67,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 10:15:00+08:00,130,SDE1,11,True,10,10,10,77,11,,,9,8.351,70,10,1465.0,29.312,15.5,4,1.2971460764018317,103.77038751272036,,33.438,75.66666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,77.3,23.2,68.2,1145.6,20.0,5.2,81.5,58.3,awair-omni_16314,,,,,1566.23,434.9,55.81,0.0,4.46,0.96,,1.67,2.67,2.48,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 10:35:00+08:00,130,SDE1,10,True,10,10,10,68,11,1.297015,103.77045166666667,9,7.216,69,10,1466.0,28.875,7.25,4,1.2971381158657982,103.77041732306763,,34.0,70.4,0.0,,,,,,,,,,,,,,,,,,,,,,,78.8,22.5,63.3,1289.9,20.0,4.7,86.6,58.3,awair-omni_16314,,,,,1596.45,477.81,52.45,0.25,2.96,0.43,62.0,8.7,11.85,11.45,1008.25,28.89,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 10:52:00+08:00,130,SDE1,11,True,10,10,10,64,11,1.297155,103.77040333333332,9,5.694,69,10,1467.0,28.938,4.25,4,1.297138516470654,103.7704401618564,,34.062,68.0,0.0,,,,,,,,,,,,,,,,,,,,,,,80.5,22.3,60.8,1412.4,20.0,4.3,109.3,58.0,awair-omni_16314,,,,,1502.14,454.03,52.29,0.0,4.61,0.34,55.0,7.97,11.69,11.32,1008.43,31.11,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 11:08:00+08:00,130,SDE1,11,True,10,10,10,66,11,1.2971716666666666,103.77040666666667,9,6.262,69,10,1468.0,29.188,2.25,4,1.2971422953307226,103.77039593501888,,34.0,62.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,80.0,22.3,59.9,1506.8,20.0,4.2,102.7,58.3,awair-omni_16314,,,,,1484.6,428.29,57.65,0.0,2.81,0.0,,1.25,2.31,2.31,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 11:28:00+08:00,130,SDE1,11,True,10,10,10,78,11,1.2971316666666666,103.77040166666669,9,5.2,68,10,1469.0,27.875,10.5,4,1.297130744578789,103.77043047441538,,33.562,67.3,0.0,,,,,,,,,,,,,,,,,,,,,,,80.0,22.2,59.2,1583.7,20.0,4.2,91.3,59.6,awair-omni_16314,,,,,1300.75,365.82,53.6,0.33,4.69,2.18,,0.96,2.49,1.93,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 11:45:00+08:00,130,SDE1,11,True,10,10,10,60,11,1.297155,103.77041166666666,9,4.787,68,10,1470.0,29.188,3.25,4,1.2971396469276524,103.77040646640934,,33.75,60.36363636363637,0.0,,,,,,,,,,,,,,,,,,,,,,,78.4,22.4,61.1,1640.5,20.0,4.2,69.5,59.9,awair-omni_16314,,,,,1363.6,413.13,43.22,0.0,3.03,0.45,53.0,7.15,9.7,9.48,1008.47,30.56,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 12:02:00+08:00,-1,,11,True,10,10,10,77,11,1.297143333333333,103.77037166666666,9,6.229,68,10,1471.0,27.188,10.5,5,1.297140777384651,103.77048284275604,,32.625,69.63636363636364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 12:16:00+08:00,-1,,10,True,10,10,10,58,11,1.2971216666666667,103.77040833333334,9,7.77,68,10,1472.0,28.188,22.75,5,1.297140777384651,103.77048284275604,,32.75,57.90909090909091,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 12:34:00+08:00,130,SDE1,11,True,10,10,10,59,11,1.2971583333333334,103.77039333333332,9,4.848,68,10,1473.0,27.688,2.0,4,1.297136140744618,103.77042635900791,,32.812,55.42857142857143,0.0,,,,,,,,,,,,,,,,,,,,,,,77.4,22.1,65.9,1232.2,20.0,3.8,62.0,56.2,awair-omni_16314,,,,,1557.22,440.78,65.53,0.0,5.45,1.09,,1.65,2.62,2.27,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 12:53:00+08:00,-1,,11,True,10,10,10,64,11,1.2971166666666667,103.77041166666666,9,4.841,68,10,1474.0,28.188,2.75,5,1.2972199093745491,103.77048621230074,,32.5,60.111111111111114,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-22 13:09:00+08:00,-1,,11,True,11,10,10,65,9,1.2976383333333334,103.77116,10,9.449,68,10,1475.0,29.562,5.5,3,1.297579394700087,103.7709246346818,,31.5,73.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-23 09:36:00+08:00,107,SDE1,10,True,10,9,10,94,9,1.297535,103.77104166666666,9,10.448,68,10,1476.0,29.062,2.75,2,1.2975726119580957,103.77087970741904,,32.812,93.63636363636364,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2318.49,692.72,104.45,0.06,6.13,0.87,69.0,12.92,19.6,18.92,1008.27,26.11,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-23 09:37:00+08:00,107,SDE1,10,True,10,9,10,83,9,1.297535,103.77104166666666,9,6.55,68,10,,29.062,3.25,2,1.2975680901301014,103.77088195378217,,33.188,76.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2318.49,692.72,104.45,0.06,6.13,0.87,69.0,12.92,19.6,18.92,1008.27,26.11,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-23 11:56:00+08:00,-1,,10,True,11,9,10,96,11,1.2973233333333334,103.77074833333332,10,7.019,66,10,,29.438,17.75,4,1.297294095615079,103.77080842048883,,32.0,94.81818181818181,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-23 12:12:00+08:00,55,SDE4,11,True,11,9,10,59,9,1.296568333333333,103.77012666666668,9,6.501,66,10,1481.0,30.938,15.5,4,1.296966687006875,103.7703862491411,,33.5,58.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.64,393.56,52.36,0.49,4.02,0.82,,6.58,10.02,9.42,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-23 12:35:00+08:00,0,SDE4,11,True,11,9,10,107,9,1.2966933333333333,103.77010666666666,10,6.543,66,10,,30.438,6.25,3,1.297016427114811,103.77032335097324,,33.062,111.55555555555556,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.61,470.41,62.36,0.09,2.8,0.3,48.0,8.27,11.34,11.07,1007.28,31.67,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-31 15:51:00+08:00,105,SDE1,10,True,11,10,10,111,9,,,10,22.996,64,10,1484.0,32.25,12.0,2,1.2972493012565114,103.77036603187284,,35.0,115.45454545454545,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.85,289.71,43.27,0.0,5.85,1.54,,0.52,1.46,1.0,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-31 15:56:00+08:00,105,SDE1,10,True,10,10,10,96,9,1.297545,103.771155,9,6.939,64,10,1485.0,30.75,12.0,2,1.2972493012565114,103.77036603187284,,34.812,94.83333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.85,289.71,43.27,0.0,5.85,1.54,,0.52,1.46,1.0,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-31 16:11:00+08:00,210,SDE2,10,True,10,10,10,84,11,1.2975516666666669,103.771165,9,22.241,66,10,1486.0,29.688,6.25,3,1.297502523624186,103.771221154616,,35.25,83.7,0.0,25.291069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.95,226.95,19.89,0.0,0.53,0.0,54.0,3.04,4.0,4.0,1005.32,30.0,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-31 16:27:00+08:00,210,SDE2,10,True,10,10,10,78,11,1.2975433333333333,103.77115833333332,9,4.449,66,10,1487.0,29.125,4.75,3,1.2975409591621363,103.77119195189525,,35.125,77.57142857142857,0.0,24.850464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.89,200.75,19.75,0.21,1.29,0.39,,2.68,3.95,3.64,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-31 16:32:00+08:00,210,SDE2,10,True,10,10,10,80,11,1.2975383333333332,103.77115333333332,9,4.409,65,10,1488.0,29.062,5.5,3,1.2975432200761334,103.77123014006855,,35.062,79.625,0.0,24.765015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.89,200.75,19.75,0.21,1.29,0.39,,2.68,3.95,3.64,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-31 16:47:00+08:00,210,SDE2,10,True,10,10,10,78,11,,,9,4.896,65,10,1489.0,29.875,15.5,3,1.2975402261314264,103.77119816449328,,35.0,78.9,0.0,24.399178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.89,200.75,19.75,0.21,1.29,0.39,,2.68,3.95,3.64,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-31 16:48:00+08:00,210,SDE2,10,True,10,10,10,81,11,,,9,5.036,65,10,1490.0,29.375,15.5,3,1.2975402261314264,103.77119816449328,,35.0,80.28571428571429,0.0,24.399178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.89,200.75,19.75,0.21,1.29,0.39,,2.68,3.95,3.64,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
2021-03-31 16:50:00+08:00,210,SDE2,10,True,10,10,10,79,11,,,9,4.358,65,10,1491.0,29.375,1.0,3,1.2975368944767989,103.77118346875696,,34.938,77.44444444444444,0.0,24.356453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.89,200.75,19.75,0.21,1.29,0.39,,2.68,3.95,3.64,,,enth15,1998,Male,172,64.2,107,22,Yes,Slightly Dissatisfied,5,Yes,3,4,5,6,6,6,3,5,4,5,5,5,5,4,5,5,5,5,5,5,3,6,3,5,5,5,5,5,2
